,,,,,,,,,altitude,,habitat,habit (perennial herbs = 1),"rhizome character (stout, terete = 1; stout, terete, thick/woody = 2; stout, terete, bulged below tip = 3)",rhizome shape (tuberous = 1; fusiform = 2; tuberous-fusiform = 3,rhizome length (cm),rhizome branching,stem number,stem length (average cm),stem texture (glabrous = 1),internode distance (base mm),internode distance (central mm),internode distance (tip mm),leaf basal diatance (cm),petiole length(mm),leaf angle (degree) (<30 = 1; 30--35 = 2; >35 = 3),basal (min -max),central (min - max),tip (min - max),total leaf count,base,central ,tip,total,base,central,tip,base,central,tip,base,central,tip,Leaf curvature (straight = 1; slightly falcate = 2; straight to falcate = 3),leaf margin taper (lanceolate = 1; elliptic = 2; oblanceolate = 3; parallel = 4; lanceolate-elliptic = 5; lanceolate-parallel  = 6; oblanceolate-parallel = 7; elliptic-oblong = 8),"margin colour (dark green = 1; dark green, coloured at tip = 2)",margin width upto  from base(narrower = 1;equal = 2; broader = 3; broader to narrower = 4),base,centre,tip,margin (entire = 1; slightly revolute = 2),leaf base (cuneate = 1; rounded = 2; cuneate to rounded = 3),leaf base symmetry (yes = 1),leaf apex symmetry (yes = 1),leaf apex shape (acute = 1; obtuse = 2; acute to obtuse = 3),Leaf arrangement (alternate = 1; alternate to nearly opposite = 2; alternate to opposite and/or whorled = 3),leaf texture (medium = 1),leaf edges (flat = 1; incurving = 2),abaxial surface texture (glabrous = 1; light glabrous = 2; dark glabrous = 3),adaxial surface texture (glabrous = 1; light glabrous = 2; dark glabrous = 3),mid rib colour with leaf (same = 1; different = 2),leaf mid rib appearance (abaxial)  (level = 1; elevated = 2),leaf mid rib appearance (adaxial)  (level = 1; sunken = 2),number of lateral veins (pairs)  (4--6 pairs = 1),"flower number (<20 = 1, 20-30 = 2, >30 = 3)",bract number (6 no. = 1; 6--8 no. = 2; 8 no. = 3),bract margin (entire = 1),length in mm (min - max),width in mm (min - max),ratio (length/width average),colour (red = 1; purplish red = 2; pinkish red = 3; yellow = 4),cylindric diameter (mm),length (cm),texture (glabrous = 1),number  5,shape (ovate = 1; oblong = 2; ovate-oblong = 3; ),colour (white = 1; purplish white = 2; pinkish white = 3; yellowish white = 4; yellow = 5),length (mm),breadth (mm),Length and Width ratio,apex (round =1),veins (reticulate veins = 1; purplish red reticulate veins = 2),period (months),period
Yunnan,CVH,KUN 0469457,George Forrest 14093,1917,1917/06/00,mountains of North Atunts,28  35' N,,4267.2,open stony pasture,open stony pasture,1,1,1,NA,yes,4,17,1,1,3,3,1.5,0.7,2,9,13,15,37,3.18,4.59,5.29,13.06,9.5,15.5,13,2.5,4,4,3.8,3.88,3.25,1,5,1,4,1.25,2.25,1.25,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,12,3,4.00,4,1,1.2,1,5,3,1,3,1.2,2.50,1,1,6,June
Yunnan,CVH,HUH A00443784,H. T. Tsai 50926,1932,5/18/1932,Chao tung county,,,3000,dry mt. slope,dry mt. slope,1,NA,NA,NA,NA,4,17.5,1,1,2,1,1,1,2,15,17,23,55,5.14,5.83,7.89,18.86,16,20.5,17,3.25,6,4.5,4.92,3.42,3.78,1,5,1,4,2,3,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,8,3,2.67,4,1,1,1,5,3,5,2,1,2.00,1,1,5,May
Yunnan,CVH,KUN 0469360,??? 20040,1963,7/12/1963,?? ??????,,,3000,Limestone hillside roadside,Limestone hillside roadside,1,1,3,17,yes,3,28,1,2,1,2,2,0.8,2,17,21,19,57,3.64,4.50,4.07,12.21,17.5,27.5,20,4,7.5,5.5,4.38,3.67,3.64,1,5,1,4,2.25,3.75,2.9,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,16,5,3.20,4,1,0.8,1,5,3,5,2,1,2.00,1,1,8,August
Yunnan,CVH,KUN 1247493,?????????? 10CS1967,2010,7/26/2010,"Cao Shan Mt., Dahai, Huize, Yunnan",26  22' 24'' N,103  13' 41'' E,2680,alpine meadow,alpine meadow,1,3,3,19,yes,3,20.5,1,1,1,1,2,1,3,17,19,23,59,4.98,5.56,6.73,17.27,14.5,23,21,4,8,7.5,3.63,2.88,2.8,1,5,1,4,2.25,4.25,3,1,1,1,1,1,2,1,1,2,3,2,1,1,1,1,1,1,18,6,3.00,4,1,1.3,1,5,3,5,2.5,1.2,2.08,1,1,7,July
Yunnan,CVH,KUN 1321608,?????????? 14CS9055,2014,4/10/2014,"along the road from Longquan park to the TV tower station, Xinping, Yunnan",24  2' 28.31'' N,102  0' 2.86'',1885,"At the Pinus yunnanensis forest margin with Michelia yunnanensis, Schima sp, Anneslea fragrans","At the Pinus yunnanensis forest margin with Michelia yunnanensis, Schima sp, Anneslea fragrans",1,3,3,11,yes,2,15.5,1,1,1,1,1,0.8,1,19,21,20,60,7.35,8.13,7.74,23.23,8,13,11,2,2,2,4,6.5,5.5,1,4,1,4,1,3,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,8,2,4.00,4,1,1.2,1,5,3,5,2,1,2.00,1,1,4,April
Yunnan,CVH,KUN 0469288,??? 51613,1956,4/22/1956,?? ???????????,,,NA,"grassy slope, shady","grassy slope, shady",1,1,NA,10,yes,5,24,1,3,3,2,2,1,1,16,18,24,58,4.00,4.50,6.00,14.50,17,23,19.5,2.5,3.5,2.5,6.8,6.57,7.8,1,4,1,4,1.1,1.25,1.1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,10,3,3.33,4,1,1,1,5,3,5,2,1,2.00,1,1,4,April
Yunnan,CVH,KUN 0469289,??? 53002,1933,3/31/1933,Kien-shuei Hsien,,,2000,on open slope,on open slope,1,NA,NA,NA,NA,5,27.5,1,3,3,1,3,0.8,2,22,27,29,78,4.80,5.89,6.33,17.02,13.5,24.5,21,1.15,1.4,1.15,11.74,17.5,18.26,3,4,1,2,0.6,0.6,0.6,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,14,1.5,9.33,4,1.3,1.4,1,5,3,5,2,1.2,1.67,1,1,3,March
Yunnan,CVH,KUN 0469291,??? 53390,1933,5/20/1933,Shih-Tsing Hsien,,,2000,on open slope,on open slope,1,NA,NA,NA,NA,2,26,1,3,3,3,3,1.3,1,19,23,21,63,4.38,5.31,4.85,14.54,17.5,25.5,22.5,4.5,7.5,4,3.89,3.4,5.63,3,5,1,4,2.5,4,2.75,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,14,3,4.67,4,1.5,1.3,1,5,3,5,2.4,1.1,2.18,1,1,5,May
Yunnan,CVH,KUN 0469301,?? 422,1958,10/26/1958,??????,,,NA,in grass,in grass,1,2,3,10,yes,5,23.5,1,NA,1,1,NA,1,2,NA,21,26,47,#VALUE!,5.36,6.64,12.00,12.5,19,19,3.5,5,4.5,3.57,3.8,4.22,1,5,1,4,2,3,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,10,October
Yunnan,CVH,SM SM713100236,??? 591,1956,6/1/1956,"Baozhu Temple, Ma Street Village, Kunming, Yunnan",,,NA,NA,NA,1,3,3,20,yes,7,10,1,1,1,1,1,1,1,13,17,23,53,7.80,10.20,13.80,31.80,6.5,17.5,10.5,2,3,3,3.25,5.83,3.5,1,4,1,2,1.5,1.5,1.5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,12,3,4.00,4,1,1,1,5,3,5,2,1,2.00,1,1,6,June
Yunnan,CVH,SM SM713100237,??? 591,1956,6/1/1956,"Baozhu Temple, Ma Street Village, Kunming, Yunnan",,,NA,NA,NA,1,3,3,25,yes,4,23,1,1,1,1,1,1,1,12,15,22,49,3.13,3.91,5.74,12.78,10.5,24,23,2,4,4,5.25,6,5.75,1,7,1,3,1.8,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,14,2,7.00,4,1,1.1,1,5,3,5,2,1,2.00,1,1,6,June
Yunnan,CVH,SM SM713100238,??? 591,1956,6/1/1956,"Baozhu Temple, Ma Street Village, Kunming, Yunnan",,,NA,NA,NA,1,3,3,30,yes,6,18.5,1,1,1,1,1,1,1,15,19,21,55,4.86,6.16,6.81,17.84,12,20.5,17,3.5,3.5,2.5,3.43,5.86,6.8,1,7,1,3,1.8,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,NA,1,1,12,3,4.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,June
Yunnan,CVH,KUN 1292685,"???,??? 267",1985,10/4/1985,"Shibaoshan, Heqing County, Yunnan Province, China",,,2400,hillside wasteland,hillside wasteland,1,3,3,12,yes,1,17,1,1,2,1,2,1,3,10,16,20,46,3.53,5.65,7.06,16.24,18,42.5,30,3,3,2,6,14.17,15,3,4,1,2,1.5,1.5,1.5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,10,October
Yunnan,CVH,KUN 0469382,??? 470,NA,,,,,NA,NA,NA,1,1,1,11,yes,3,27,1,3,1,1,3,1,2,16,18,18,52,3.56,4.00,4.00,11.56,18,25.5,25.5,3,4,4,6,6.38,6.38,1,4,1,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,14,2.5,5.60,NA,1,1.4,1,5,3,NA,2,1,2.00,1,1,NA,NA
Yunnan,CVH,KUN 0469333,??????? 4404,1963,6/22/1963,?? ??????????,,,3300,roadside,roadside,1,NA,NA,NA,NA,2,31,1,3,3,1,NA,1.2,2,10,17,21,47,1.94,3.29,4.06,9.10,15,23,21,2.5,5.5,6,6,4.18,3.5,1,5,1,4,2.5,3.5,2.5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,12,4,3.00,4,1,1,1,5,3,5,2,1,2.00,1,1,6,June
Yunnan,CVH,KUN 0469336,??????? 6211,1963,7/29/1963,?? ??????????????,,,2500,wild grass slope,wild grass slope,1,NA,NA,NA,NA,23,29,1,1,1,1,1,1,1,19,21,23,63,3.93,4.34,4.76,13.03,10,21,20,1.75,3,2.5,5.71,7,8,1,6,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,12,2.5,4.80,4,1.2,1.1,1,5,3,5,2,1.4,1.43,1,1,7,July
Yunnan,CVH,SABG SABG 006526,??? ?3725,2011,2011/05//3,"Shangrila mountain, Yunnan",,,3500,under the mountain forest,under the mountain forest,1,1,2,14,yes,5,21.5,1,3,2,1,2,1,2,15,15,17,47,4.19,4.19,4.74,13.12,12,20.5,15,3,5,3.5,4,4.1,4.29,1,1,1,4,1.5,2.5,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,10,5,2.00,4,1,1,1,5,3,5,3,1.5,2.00,1,1,5,May
Yunnan,CVH,SABG SABG 006525,??? ?K3725,2003,11/9/2003,"Shangrila mountain, Yunnan",,,4100,under the mountain forest,under the mountain forest,1,1,2,13,yes,9,22,1,3,22,1,2,1,2,15,17,20,52,4.09,4.64,5.45,14.18,13,20,16,3.5,5.5,4.5,3.71,3.64,3.56,1,5,1,4,2,3,1.8,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,12,5,2.40,4,1,1,1,5,3,5,2,1,2.00,1,1,11,November
Yunnan,CVH,KUN 0469262,??? 22210,1959,4/22/1959,"Yulong Lake, China By the Sea",,,2800,on the grass,on the grass,1,1,2,21,yes,5,24.25,1,3,3,3,1.4,1,2,14,19,19,52,3.46,4.70,4.70,12.87,14.5,20,18.4,4,6.45,6.4,3.63,3.1,2.88,1,2,1,4,2.05,3.25,2.05,1,1,1,1,1,1,1,2,1,1,1,2,2,1,3,3,1,15,5,3.00,4,1.1,1,1,5,3,5,2,1,2.00,1,1,4,April
Yunnan,CVH,PEM PEM 0006892,??? 1140,1957,6/7/1957,"Lijiang, Yunnan, Ludian",,,NA,NA,NA,1,1,1,10,yes,17,30.5,1,3,1,1,1,1,2,19,28,26,73,3.74,5.51,5.11,14.36,9,18,17,2.5,5.5,4.5,3.6,3.27,3.78,1,5,1,4,2,3,2,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,1,1,12,4,3.00,4,1,1.1,1,5,3,5,2,1,2.00,1,1,6,June
Yunnan,CVH,PEM PEM 0006893,??? 1140,1957,6/7/1957,"Lijiang, Yunnan, Ludian",,,NA,NA,NA,1,1,1,10,yes,5,30.5,1,2,1,1,1,1,2,19,28,27,74,3.74,5.51,5.31,14.56,9,18,17.5,2.5,5.5,5.5,3.6,3.27,3.18,1,5,1,4,2,3,2,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,1,1,12,5,2.40,4,1,1.1,1,5,3,5,2,1,2.00,1,1,6,June
Yunnan,CVH,CSH CSH0095622,??????? GBJ00778,2011,7/11/2011,"Kruncun, Diqing Tibetan Autonomous Prefecture, Yunnan Province, China",,,NA,NA,NA,1,3,3,15,yes,6,17.5,1,3,1,1,1,1,2,13,17,21,51,4.46,5.83,7.20,17.49,12,15,15,3,4,3.5,4,3.75,4.29,1,1,1,4,1,2,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,2,1,10,2,5.00,1,1,0.8,1,5,3,1,2,1,2.00,1,1,7,July
Yunnan,CVH,KUN 1247496,??? HGW-00247,2008,5/31/2008,"Xiaozhongdian Township Solidarity Village, Shangri-La County, Yunnan, China",27  25'  57.66'' N,99  50' 35.76''E,3273,plateau,plateau,1,NA,NA,NA,NA,3,29,1,2,2,1,3,1,2,15,17,17,49,3.10,3.52,3.52,10.14,13,19,16,3,5,5.5,4.33,3.8,2.91,1,5,1,4,2,3,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,12,4,3.00,4,1,0.7,1,5,3,5,3,1.4,2.14,1,1,5,May
Yunnan,CVH,KUN 0469490,??????? 672002,1967,,?? ????????,,,NA,"Wild, hillside, wasteland","Wild, hillside, wasteland",1,3,3,16,yes,6,23.5,1,1,1,1,2,0.8,2,17,21,21,59,4.34,5.36,5.36,15.06,13.5,25,25,4,4.5,4,3.38,5.56,6.25,1,7,1,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yunnan,CVH,KUN 0469489,??????? 672008,1967,8/29/1967,?? ???,,,NA,"Wild, hillside, wasteland","Wild, hillside, wasteland",1,3,3,12,yes,6,21,1,1,1,1,2,0.8,2,21,24,32,77,6.00,6.86,9.14,22.00,9.5,20.5,19,1.5,3,2.5,6.33,6.83,7.6,1,4,1,2,1.2,1.2,1.2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,14,2,7.00,4,1,1,1,5,3,5,2,1,2.00,1,1,8,August
Yunnan,CVH,CSH CSH0120824,??? YK00015,2016,5/20/2016,"Blackwater Village of Yulong Snow Mountain, Yulong Snow Mountain, Lijiang City, Yunnan Province, China",27  9' 14'' N,100  15' 41 E,3026,NA,NA,1,1,1,11,yes,4,25.5,1,3,2,1,2,1,2,15,17,18,50,3.53,4.00,4.24,11.76,13,25,23,2.5,5.5,6.5,5.2,4.55,3.54,1,1,1,4,1.5,3.25,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,22,6,3.67,4,1,1.1,1,5,3,5,3,1.2,2.50,1,1,5,May
Yunnan,CVH,CSH CSH0120825,??? YK00015,2016,5/20/2016,"Blackwater Village of Yulong Snow Mountain, Yulong Snow Mountain, Lijiang City, Yunnan Province, China",27  9' 14'' N,100  15' 41 E,3026,NA,NA,1,1,1,11,yes,2,25,1,3,1,1,1,1,2,14,16,18,48,3.36,3.84,4.32,11.52,16,25,24,3,5.5,6,5.33,4.55,4,1,1,1,4,2,3,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,21,5.5,3.82,4,1,1.4,1,5,3,5,4,1.8,2.22,1,1,5,May
yunnan,CVH,KUN 0510030,??? 692,1986,5/30/1986,"Lijiang, Yulongshan, Ganhaizi",,,2700,open shrubs,open shrubs,1,2,1,19,yes,8,14,1,1,1,1,2,1,1,13,15,19,47,5.57,6.43,8.14,20.14,13,21.5,19,3.5,6,5.5,3.71,3.58,3.45,1,5,1,4,2,3.5,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,12,5,2.40,4,1.2,1.4,1,5,3,5,2,1,2.00,1,1,5,May
Yunnan,CVH,KUN 0469353,????? 100404,1962,19620425,?? ????????,,,2700,on the grass,on the grass,1,2,1,11,yes,14,15.5,1,1,1,1,1,1,2,15,17,19,51,5.81,6.58,7.35,19.74,12.5,23.5,21,3,8,7.5,4.17,2.94,2.8,1,5,1,4,2,3.75,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,18,6,3.00,4,1.5,1.4,1,5,3,5,3.5,2,1.75,1,1,4,April
Yunnan,CVH,KUN 0469338,??? 20607,1946,1946,,,,NA,NA,NA,1,1,1,15,yes,6,25,1,3,1,1,3,0.8,1,21,29,27,77,5.04,6.96,6.48,18.48,17,14.5,18,1.75,3.5,2.75,9.71,4.14,6.55,1,7,1,3,1,1.5,1.55,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,12,2,6.00,4,2,1.3,1,5,3,5,2,1,2.00,1,1,NA,NA
Yunnan,CVH,JSPC JSPC103730,???,1959,5/31/1959,"Yulongshan, Yunnan, China",,,2900,ranch,ranch,1,1,1,9,yes,3,24.5,1,1,1,1,2,1,2,15,17,17,49,3.67,4.16,4.16,12.00,17.5,30,27,4.5,9,9,3.89,3.33,3,1,2,1,4,3,5,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,20,6,3.33,4,1,1.4,1,5,3,5,2,1.2,1.67,1,1,5,May
Yunnan,CVH,JSPC JSPC103731,???,1959,5/31/1959,"Yulongshan, Yunnan, China",,,2900,NA,NA,1,NA,NA,NA,NA,2,23.5,1,2,1,1,1,1,2,14,17,19,50,3.57,4.34,4.85,12.77,21,28.5,23,5,9,8,4.2,3.17,2.88,1,2,1,4,3,5,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,16,6,2.67,4,1,1.4,1,5,3,5,2.5,1.2,2.08,1,1,5,May
Yunnan,CVH,JSPC JSPC103732,???,1959,5/31/1959,"Yulongshan, Yunnan, China",,,2900,NA,NA,1,NA,NA,NA,NA,4,25,1,2,1,1,1,1,2,14,19,19,52,3.36,4.56,4.56,12.48,21,28.5,23,5,9,7,4.2,3.17,3.29,1,5,1,4,3,5,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,15,5,3.00,4,1,1.2,1,5,3,5,2,1.1,1.82,1,1,5,May
Yunnan,CVH,KUN 0469332,??? 1018,1978,6/1/1978,?? ??? (Yulong Mountain),,,2700,NA,NA,1,3,3,27,yes,18,19,1,3,3,2,3,1,2,13,17,21,51,4.11,5.37,6.63,16.11,13.5,20,18,2,3.5,3,6.75,5.71,6,1,6,1,2,1.8,2,1.8,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,14,2.5,5.60,4,1.2,1,1,5,3,5,3.5,1,3.50,1,1,6,June
Yunnan,CVH,KUN 0469293,??? 741015,1974,6/2/1974,?? ???????,,,1900,cultivated,cultivated,1,NA,NA,NA,NA,1,46,1,1,1,1,2,1.2,3,55,86,74,215,7.17,11.22,9.65,28.04,18.5,19.5,18,1.6,2.9,2.5,11.56,6.72,7.2,1,7,1,3,0.85,1.25,1.3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,12,1.5,8.00,4,1,1.1,1,5,3,5,1.8,0.8,2.25,1,1,6,June
Yunnan,CVH,IMDY IMDY0033637,?????? 5326250125,2015,5/10/2015,"Maguan Yongchang Market, Maguan County, Yunnan Province, China",23  0' 52.5''N,104  23' 58.6'',1332.5,NA,NA,1,NA,NA,NA,NA,6,18,1,2,1,2,1,1,2,12,14,16,42,4.00,4.67,5.33,14.00,9,15,14,2,2.5,3,4.5,6,4.67,1,4,1,2,1.5,1.5,1.5,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,10,2,5.00,4,1,0.8,1,5,3,5,1.8,0.8,2.25,1,1,5,May
Yunnan,CVH,KUN 0469386,??? 1391,1952,6/22/1952,?? ???????????,,,2100,"Grass, slopes, dry","Grass, slopes, dry",1,2,3,15,yes,9,31.5,1,3,1,1,2,1,1,16,22,25,63,3.05,4.19,4.76,12.00,13,27.5,27.5,3,4,4,4.33,6.88,6.88,1,7,1,4,2,2.5,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,22,2.8,7.86,4,1,1.2,1,5,3,5,1.6,0.7,2.29,1,1,6,June
Yunnan,CVH,KUN 0469385,??? 1391A,1952,6/22/1952,?? ???????????,,,2100,"Grass, slopes, dry","Grass, slopes, dry",1,2,3,15,yes,5,30,1,1,1,1,2,0.7,1,19,25,24,68,3.80,5.00,4.80,13.60,15,27.5,23.5,1.5,3.5,2,10,7.86,11.75,3,4,1,2,1.5,1.5,1.5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,18,2,9.00,4,1,1.2,1,5,3,5,1.8,0.8,2.25,1,1,6,June
Yunnan,CVH,KUN 0469329,????? 10118,1962,6/20/1962,"?? ??? (Zhongdian Dam, China)",,,3300,n the Meadow,n the Meadow,1,NA,NA,NA,NA,4,24,1,2,3,3,3,1.2,2,13,15,15,43,3.25,3.75,3.75,10.75,11,18.5,16.5,2.5,5,4,4.4,3.7,4.13,1,1,1,4,1.5,2.5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,10,3,3.33,4,1,0.8,1,5,3,5,2,1.2,1.67,1,1,6,June
Yunnan,CVH,KUN 0469328,????? 8276,1960,5/4/1960,?? ?????????,,,2600,"Shade, under pine forest","Shade, under pine forest",1,NA,NA,NA,NA,3,26,1,1,1,1,2,1.5,2,17,20,21,58,3.92,4.62,4.85,13.38,15,26.5,24,4.5,5.5,7,3.33,4.82,3.43,1,5,1,4,3,4.5,3,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,2,1,18,6,3.00,4,2,1.2,1,5,3,5,2.1,1,2.10,1,1,5,May
Yunnan,CVH,KUN 0469331,????? 8611,1960,5/2/1960,?? ?????,,,2300,Hillside,Hillside,1,NA,NA,NA,NA,3,29.5,1,1,2,2,3,1.5,3,13,19,22,54,2.64,3.86,4.47,10.98,19,16.5,22.5,4,6.5,6,4.75,2.54,3.75,1,5,1,4,2,3.5,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,10,3,3.33,4,1,0.8,1,5,3,5,2,1.1,1.82,1,1,5,May
Yunnan,CVH,KUN 0469327,????? 9508,1960,6/26/1960,"??, Nisi, China",,,3210,Under the Pine Forest,Under the Pine Forest,1,NA,NA,NA,NA,2,35,1,NA,2,2,NA,1.3,2,17,18,26,61,2.91,3.09,4.46,7.54,16.5,27,25.5,3.5,6.5,6.5,4.71,4.15,3.92,1,1,1,4,3,3.5,2,1,1,1,1,1,2,1,1,1,1,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,June
Yunnan,CVH,KUN 0469296,???? 593125,1959,6/7/1959,????,,,NA,wasteland meadow,wasteland meadow,1,2,3,15,yes,2,26.5,1,3,3,3,3,0.6,1,19,25,26,70,4.30,5.66,5.89,15.85,17.5,22.5,21.5,4.5,6.5,6.5,3.89,3.46,3.31,3,5,1,4,2.25,3.5,2.5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,15,5,3.00,4,1,1.2,1,5,3,5,3,1.2,2.50,1,1,6,June
Yunnan,CVH,KUN 0469295,???? 655002,1965,5/11/1965,??????,,,NA,"Hawthorn, wild, foothills, wasteland, meadows","Hawthorn, wild, foothills, wasteland, meadows",1,2,3,16,yes,10,22.5,1,2,1,1,2.5,1,2,18,25,37,80,4.80,6.67,9.87,21.33,13,24,22,2,3,2.5,6.5,8,8.8,3,7,1,4,1.5,2,1.5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,12,2,6.00,4,1,1.1,1,5,3,5,2,1,2.00,1,1,5,May
Yunnan,CVH,KUN 0469315,??? 20439,1939,5/29/1939,???,,,NA,open hillside,open hillside,1,2,1,10,yes,5,21.5,1,2,3,3,2,1,3,13,17,19,49,3.63,4.74,5.30,13.67,16,21.5,21,4,8.5,9,4,2.53,2.33,1,2,1,4,3.5,5.25,3.25,1,1,1,1,1,2,1,1,1,1,2,2,2,1,2,1,1,19,7.5,2.53,4,1.9,1.3,1,5,3,5,3,1.3,2.31,1,1,5,May
Yunnan,CVH,KUN 0469317,??? 20440,1939,5/29/1939,?? ???,,,NA,open hillside,open hillside,1,NA,NA,NA,NA,3,30,1,3,2,2,3,1,3,13,17,23,53,2.60,3.40,4.60,10.60,19.5,28,21,7,9.5,7.5,2.79,2.95,2.8,1,2,1,4,2.5,4,2.5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,15,4,3.75,4,2,1.3,1,5,3,5,3,1.4,2.14,1,1,5,May
Yunnan,CVH,KUN 0469346,??? 22786,1929,5/18/1929,"?? ????? (Near The Temple in Zhonghe, China)",,,NA,Hillsides in a wooded forest,Hillsides in a wooded forest,1,2,1,9,yes,5,35,1,3,3,3,3.5,1,3,15,25,29,69,2.57,4.29,4.97,11.83,20,23,19,4.5,7,5.5,4.44,3.29,3.45,1,2,1,4,2.5,3,2.8,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,10,3,3.33,4,1.5,1.2,1,5,3,5,2,1,2.00,1,1,5,May
Yunnan,CVH,KUN 0469348,??? 23089,1929,7/2/1929,?? ??????,,,NA,Within the grass ypo,Within the grass ypo,1,2,3,12,yes,13,14,1,1,1,1,2.5,1,3,11,13,13,37,4.71,5.57,5.57,15.86,12.5,13.5,13,4,4.5,4,3.13,3,3.25,1,5,1,4,1,2.25,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,9,3,3.00,4,1,1.3,1,5,3,5,3,1,3.00,1,1,7,July
Yunnan,CVH,KUN 0469256,??? 24651,1932,1932/06/00,"Moun-tains west of Hsiao Chung-tien.District of Chung-tien,Yunnan.",,,3048,Pine forest,Pine forest,1,1,2,25,yes,3,25.5,1,3,3,3,1.9,1,3,19,25,28,72,4.47,5.88,6.59,16.94,17.25,31.55,30.35,4.05,6.65,7.75,4.26,4.74,3.92,1,3,1,4,2.15,2.6,1.65,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,24.5,5.5,4.45,4,1,1,1,5,3,5,2.3,1.3,1.77,1,1,6,june
Yunnan,CVH,KUN 0469341,??? 177,1981,5/30/1981,?? ???,,,NA,NA,NA,1,3,3,8,yes,3,20.5,1,3,3,3,2,1,2,11,13,13,37,3.22,3.80,3.80,10.83,21,25.5,22.5,5.5,6.4,5.5,3.82,3.98,4.09,1,5,1,4,2.25,4,2.25,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,10,3,3.33,4,1,0.8,1,5,3,5,2,1,2.00,1,1,5,May
Yunnan,CVH,KUN 0469340,??? 608,1981,6/1/1981,?? ???,,,3500,alpine meadows,alpine meadows,1,1,1,10,yes,3,20.5,1,3,3,3,3,1,3,13,15,15,43,3.80,4.39,4.39,12.59,16.5,21,19.5,6,8.5,9,2.75,2.47,2.17,1,2,1,4,3.5,4.5,3.5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,13,5,2.60,4,1.5,0.8,1,5,3,5,2,1,2.00,1,1,6,June
