,,,,,,TP,TP,AI,RH,PP,PET,PV,SC,SM,SP,SR,WV,WS,HH,HH,HH,HH,HH,HH,HH,HH,HH,HH,HH,HH,HH,HH,GD,GD,GD,GD,GD,LULC ,LULC ,LULC ,LULC ,LULC ,LULC ,LULC ,LULC ,LULC ,LULC ,LULC ,LULC ,UVB,UVB,UVB,UVB,UVB,UVB,CLIM,CLIM,CLIM,CLIM,CLIM,CLIM,CLIM,CLIM,CLIM,CLIM,CLIM,CLIM,CLIM,CLIM,CLIM,CLIM,CLIM,CLIM,CLIM
SN,barcode,Province,long,lat,colour,Elevation (m),Aspect (degree),Annual aridity (ratio),Annual Relative Humidity (%),Net primary productivity (kg-carbon/m²/year),Potential evapotranspiration (mm),Potential vegetation (15 biomes categories),Soil carbon (Kg-Carbon/m² to 1 m depth),Soil moisture (mm based on 150 mm water holding capacity),Soil pH (acidity-alkaline level),Annual solar radiation (kJ/m²/day),Annual water vapour (kPa),Annual wind speed (m/s),"Contrast (exponentially weighted difference in EVI between adjacent pixels, x ?0)","Correlation (linear dependency of EVI on adjacent pixels, 1? x ?-1)","Coefficient of variation (normalized dispersion of EVI, x ?0)",Dissimilarity, Entrophy,"Evenness (evenness of EVI, 1? x ?0)","Homogeneity (similarity of EVI between adjacent pixels, 1? x ?0)","Maximum (dominance of EVI combinations between adjacent pixels, 1? x ?0)","Range (Range of EVI, x ?0)",Shannon index,Simpson index,Standard deviation,"Uniformity (orderliness of EVI, 1? x ?0)­­­","Variance (Dispersion of EVI combinations between adjacent pixels, x ?0)",First day of growing season (Julian day),Growing degree days (°C based on 5-degree base temperature),Growing season length (number of days),Growing season temperature (°C/10),Last day of growing season (Julian day),Evergreen/deciduous Needleleaf trees (Lulc1),Evergreen broadleaf trees (LULC2),Deciduous Broadleaf Trees (LULC3),Mixed/other trees (LULC4),Shrubs (LULC5),Herbaceous vegetation (LULC6),Cultivated and managed vegetation (LULC7),Regularly Flooded Vegetation (LULC8),Urban/Built-up (LULC9),Snow/Ice (LULC10),Barren (LULC11),Barren (LULC12),Annual mean UV-B (J/m²/day),UV-B seasonality (J/m²/day),Mean UV-B of highest month (J/m²/day),Mean UV-B of lowest month (J/m²/day),Sum of monthly mean UV-B during highest quarter,Sum of monthly mean UV-B during lowest quarter,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
145,TI2279921,Xizang,98.58638888890,29.74750000000,RW,4113.43,88.13,6084.83,38.00,0.51,38.17,10.00,6.32,104.24,6.14,14468.70,0.47,2.76,97605.00,6337.00,987.00,23635.00,48575.00,8941.00,3507.00,276.00,2005.00,26734.00,9203.00,374.00,103.00,139590.00,106.17,1331.00,196.17,8.30,297.09,0.84,0.00,0.00,0.83,1.42,50.42,46.50,0.00,0.00,0.00,0.00,0.00,5781.85,244436.00,8849.44,2374.36,25026.10,10143.10,31.00,77.00,298.00,6255.00,148.00,-111.00,259.00,111.00,-55.00,112.00,-55.00,486.00,136.00,0.00,118.00,383.00,1.00,1.00,1.00
147,Chen0016,Xizang,97.44176850000,29.93700830000,RW,4150.98,215.41,6477.56,12.00,0.41,54.87,13.00,6.29,102.80,6.16,15082.40,0.49,2.91,153507.00,7233.00,2033.00,28624.00,52254.00,9013.00,3147.00,220.00,3037.00,30328.00,9433.00,545.00,73.00,294668.00,122.63,202.00,178.36,8.45,298.93,1.31,0.00,0.00,0.00,0.00,60.24,38.45,0.00,0.00,0.00,0.00,0.00,6127.06,258201.00,9319.77,2516.75,26455.10,10758.70,24.00,77.00,285.00,6570.00,145.00,-128.00,272.00,110.00,-67.00,110.00,-67.00,478.00,118.00,2.00,103.00,348.00,6.00,6.00,6.00
149,Deng-9634,Xizang,98.58532100000,29.64480500000,RW,4091.79,278.08,6166.67,37.00,0.51,38.17,10.00,6.32,104.24,6.14,14553.60,0.49,2.70,176249.00,6570.00,1525.00,30973.00,52935.00,9237.00,2987.00,196.00,2581.00,29757.00,9430.00,509.00,65.00,253758.00,103.81,1331.00,181.77,8.50,253.49,0.50,0.00,0.00,0.00,0.00,53.48,45.52,0.00,0.00,0.00,0.00,0.00,5781.85,244436.00,8849.44,2374.36,25026.10,10143.10,33.00,76.00,296.00,6222.00,148.00,-108.00,256.00,112.00,-53.00,113.00,-53.00,396.00,109.00,1.00,113.00,301.00,2.00,2.00,2.00
156,Zhang7,Xizang,89.10722222220,29.95361111110,RW,4786.91,220.53,3426.48,10.00,0.27,39.53,13.00,6.14,69.74,6.30,17030.50,0.32,3.51,256543.00,7552.00,3846.00,35764.00,55042.00,9278.00,2826.00,188.00,3355.00,32586.00,9546.00,774.00,56.00,610978.00,132.04,361.00,128.62,6.60,222.21,0.00,0.00,0.00,0.00,0.58,71.63,27.79,0.00,0.00,0.00,0.00,0.00,6197.07,263506.00,9510.87,2562.13,26865.30,10899.20,-5.00,99.00,329.00,6639.00,126.00,-174.00,300.00,82.00,-92.00,82.00,-98.00,407.00,137.00,1.00,141.00,394.00,2.00,2.00,2.00
160,Zhang11,Xizang,98.99055555560,29.79638888890,RW,3167.40,236.21,4171.63,29.00,0.44,34.45,10.00,6.64,120.68,5.97,14528.70,0.60,1.93,243631.00,7805.00,2151.00,36288.00,55655.00,9166.00,2661.00,213.00,3763.00,32882.00,9549.00,744.00,52.00,546541.00,65.40,908.00,145.42,12.65,82.09,11.97,1.02,0.83,16.01,0.46,41.10,28.61,0.00,0.00,0.00,0.00,0.00,5868.72,251160.00,9035.40,2375.88,25510.70,10254.80,78.00,79.00,303.00,6229.00,194.00,-68.00,261.00,158.00,-9.00,158.00,-10.00,296.00,80.00,0.00,113.00,215.00,0.00,0.00,0.00
161,ZYAZHOU-1,Xizang,98.47163190000,29.71581620000,RW,4265.50,212.02,6758.54,38.00,0.51,49.34,11.00,6.22,60.32,6.19,14483.80,0.46,3.03,119184.00,7985.00,1591.00,26088.00,52645.00,8973.00,3242.00,207.00,3361.00,30959.00,9450.00,581.00,70.00,345799.00,122.24,1189.00,176.52,7.94,297.06,14.45,2.20,0.00,0.00,2.20,43.93,37.90,0.00,0.00,0.00,0.00,0.00,5832.14,246569.00,8962.16,2386.07,25194.60,10211.10,21.00,76.00,296.00,6265.00,137.00,-121.00,258.00,101.00,-65.00,102.00,-65.00,510.00,140.00,1.00,112.00,382.00,3.00,3.00,3.00
164,Yue-0719,Xizang,91.72233000000,29.83511000000,RW,4150.35,236.13,3539.27,26.00,0.38,38.07,11.00,6.14,83.85,6.30,17319.70,0.41,2.88,379641.00,5540.00,1709.00,38110.00,53427.00,8807.00,3271.00,254.00,3886.00,31720.00,9463.00,666.00,73.00,448038.00,100.75,581.00,143.50,9.36,198.92,0.00,0.00,0.00,0.00,0.00,50.33,49.67,0.00,0.00,0.00,0.00,0.00,6084.54,259586.00,9353.33,2505.11,26413.40,10667.80,33.00,88.00,319.00,6261.00,156.00,-119.00,275.00,116.00,-47.00,116.00,-52.00,352.00,99.00,1.00,125.00,296.00,2.00,2.00,2.00
165,Yue-0720,Xizang,89.23438000000,29.72444000000,RW,4578.11,214.38,3234.45,18.00,0.27,39.53,13.00,6.14,69.74,6.30,17228.70,0.36,3.23,189280.00,6309.00,1808.00,27746.00,49611.00,8354.00,3617.00,379.00,3706.00,28749.00,9272.00,517.00,111.00,268831.00,113.17,361.00,145.56,7.59,208.77,2.10,0.00,0.00,0.00,6.44,49.12,42.58,0.00,0.00,0.00,0.00,0.00,6214.08,260416.00,9461.91,2604.84,26822.30,11030.70,12.00,95.00,327.00,6517.00,140.00,-153.00,292.00,98.00,-73.00,98.00,-78.00,283.00,96.00,0.00,140.00,274.00,0.00,0.00,0.00
187,E00392129,Humla,81.80944444440,29.98388888890,RW,3122.14,158.32,8464.95,5.00,0.70,44.67,11.00,7.53,128.10,5.54,17122.10,1.00,2.00,161361.00,7555.00,1362.00,30367.00,54072.00,9063.00,2922.00,168.00,3294.00,31563.00,9490.00,624.00,59.00,407496.00,118.18,853.00,165.52,10.10,265.25,11.22,0.00,0.00,17.75,0.79,25.98,44.27,0.00,0.00,0.00,0.00,0.00,5914.56,251445.00,9177.26,2478.18,25587.00,10400.90,42.00,96.00,323.00,7026.00,167.00,-130.00,296.00,136.00,-20.00,136.00,-55.00,703.00,151.00,11.00,78.00,451.00,44.00,44.00,106.00
188,KATH004343,Jumla,82.12555900000,29.39651600000,RW,3419.49,250.62,9049.66,12.00,0.44,54.90,10.00,7.53,88.38,5.52,17078.70,0.96,2.13,179355.00,6614.00,1160.00,32186.00,53362.00,8983.00,2845.00,195.00,2868.00,30020.00,9413.00,528.00,63.00,280729.00,113.14,806.00,190.22,9.75,269.22,3.28,0.00,0.00,10.86,0.04,48.01,37.29,0.00,0.00,0.00,0.00,0.00,5912.73,244725.00,9007.32,2526.47,25376.00,10460.30,47.00,97.00,345.00,6507.00,160.00,-122.00,282.00,133.00,5.00,133.00,-42.00,917.00,216.00,8.00,86.00,633.00,50.00,50.00,119.00
197,KATH004333,Mugu,82.06160500000,29.74846900000,RW,2598.23,292.52,6861.91,10.00,0.44,38.54,11.00,7.13,133.10,5.41,17377.90,1.25,1.79,166027.00,7661.00,1488.00,31047.00,54219.00,9079.00,2847.00,189.00,3384.00,31427.00,9484.00,614.00,58.00,361162.00,71.40,399.00,167.19,12.31,179.23,22.84,4.65,1.38,43.82,0.04,0.00,27.75,0.00,0.00,0.00,0.00,0.00,5979.62,250581.00,9147.68,2526.85,25767.00,10533.20,79.00,96.00,331.00,6766.00,197.00,-94.00,291.00,168.00,19.00,168.00,-17.00,691.00,161.00,8.00,86.00,478.00,39.00,39.00,83.00
198,KATH004318,Mugu,82.12898300000,29.53045000000,RW,2589.98,56.07,6626.42,10.00,0.44,42.95,10.00,7.24,121.06,5.44,17413.10,1.28,1.78,165928.00,7629.00,1351.00,31295.00,54446.00,9240.00,2815.00,162.00,3038.00,31525.00,9510.00,617.00,56.00,379772.00,83.01,509.00,206.87,11.38,218.02,12.56,0.00,1.98,13.77,0.00,27.21,44.90,0.00,0.00,0.00,0.00,0.00,5961.61,249005.00,9109.89,2526.75,25661.70,10513.50,73.00,97.00,340.00,6564.00,186.00,-98.00,285.00,158.00,48.00,158.00,-20.00,612.00,145.00,7.00,86.00,426.00,36.00,36.00,84.00
91,KUN 0469446,Sichuan,99.24156200000,28.85775400000,RW,3504.25,108.70,6297.22,45.00,0.53,39.86,10.00,4.09,122.85,7.34,14264.20,0.60,2.33,144525.00,7737.00,1755.00,27375.00,52590.00,9270.00,3280.00,237.00,2839.00,30651.00,9451.00,585.00,73.00,358404.00,58.27,1436.00,165.03,11.25,108.82,3.49,2.06,0.64,2.93,1.07,48.00,41.72,0.00,0.00,0.00,0.00,0.00,5921.28,241229.00,8968.13,2511.94,25248.50,10584.00,72.00,72.00,299.00,5881.00,178.00,-62.00,239.00,145.00,-10.00,147.00,-10.00,265.00,75.00,1.00,115.00,220.00,3.00,3.00,3.00
92,CDBI0082273,Sichuan,99.29778100000,28.71784000000,RW,3350.81,195.55,7009.79,41.00,0.53,39.86,11.00,4.09,122.85,7.34,14387.70,0.59,2.44,132120.00,8206.00,1959.00,25577.00,51976.00,9161.00,3534.00,223.00,2970.00,30764.00,9465.00,616.00,76.00,369574.00,74.17,1436.00,232.66,9.67,279.31,60.46,0.00,0.00,12.37,5.21,11.82,10.14,0.00,0.00,0.00,0.00,0.00,5969.47,240895.00,9025.23,2563.85,25371.20,10750.30,62.00,71.00,302.00,5810.00,166.00,-70.00,236.00,134.00,-19.00,135.00,-19.00,435.00,122.00,2.00,109.00,339.00,7.00,7.00,7.00
95,CDBI0082244,Sichuan,99.80358100000,28.95708500000,RW,3281.49,132.82,5814.32,14.00,0.53,48.82,13.00,6.36,90.60,6.10,14086.80,0.60,2.22,183466.00,6395.00,1366.00,30163.00,51220.00,8591.00,3267.00,259.00,3158.00,29370.00,9328.00,510.00,89.00,259363.00,60.37,734.00,184.08,11.44,130.59,2.21,3.89,0.00,12.10,22.07,34.93,24.09,0.00,0.00,0.00,0.00,0.00,6210.68,249536.00,9339.28,2658.99,26358.80,11223.70,75.00,76.00,312.00,5846.00,181.00,-64.00,245.00,146.00,-7.00,149.00,-7.00,316.00,96.00,0.00,126.00,271.00,2.00,2.00,2.00
110,TI2279920,sichuan,99.67083333330,29.10250000000,RW,4063.49,263.48,7684.43,26.00,0.42,33.34,13.00,6.54,139.72,5.88,13913.90,0.48,2.99,163136.00,7538.00,1705.00,30641.00,54210.00,9137.00,2867.00,189.00,3003.00,31278.00,9484.00,603.00,59.00,381178.00,99.53,712.00,176.57,8.37,217.39,27.14,0.00,0.00,14.31,0.00,45.71,12.40,0.00,0.00,0.00,0.00,0.00,5987.85,246911.00,9110.40,2511.98,25630.70,10673.70,35.00,76.00,310.00,5894.00,144.00,-103.00,246.00,109.00,-42.00,111.00,-47.00,473.00,143.00,1.00,123.00,396.00,4.00,4.00,4.00
115,Deng-9855,Sichuan,99.86070883000,28.73361149000,RW,3885.13,314.60,7623.85,12.00,0.53,48.82,13.00,6.36,90.60,6.10,14019.60,0.52,2.83,162374.00,7555.00,2120.00,29123.00,51631.00,8833.00,3183.00,303.00,3295.00,30088.00,9371.00,656.00,85.00,526884.00,85.22,734.00,212.53,8.55,238.66,18.42,0.00,0.00,28.01,6.67,34.96,12.07,0.00,0.00,0.00,0.00,0.00,6191.16,246210.00,9265.15,2689.57,26160.00,11286.80,46.00,76.00,317.00,5732.00,151.00,-89.00,239.00,117.00,-33.00,119.00,-33.00,380.00,113.00,1.00,121.00,321.00,3.00,3.00,3.00
119,Zhang15,Sichuan,99.37916666670,29.05527777780,RW,3323.78,141.58,5902.94,41.00,0.42,36.03,11.00,4.89,130.09,6.85,14254.90,0.57,2.35,99213.00,6915.00,1221.00,23475.00,49216.00,9101.00,3546.00,316.00,2099.00,27823.00,9273.00,415.00,101.00,168908.00,65.03,1314.00,208.61,10.01,200.11,11.79,0.00,1.49,14.50,7.41,37.38,27.50,0.00,0.00,0.00,0.00,0.00,5906.58,243362.00,8967.69,2485.49,25292.70,10471.70,63.00,74.00,303.00,5932.00,171.00,-73.00,244.00,137.00,-19.00,139.00,-20.00,360.00,107.00,1.00,122.00,307.00,2.00,2.00,2.00
120,PE 01059594,Xizang,85.30184300000,28.86444500000,RW,4319.38,254.99,4101.94,1.00,0.20,30.32,13.00,7.51,144.90,5.43,17060.20,0.55,2.93,233285.00,8152.00,6174.00,25110.00,42269.00,7903.00,4885.00,907.00,3535.00,25652.00,8841.00,716.00,340.00,613574.00,150.24,0.00,138.42,7.61,287.66,0.00,0.00,0.00,0.00,24.87,13.37,3.39,0.00,0.00,5.17,53.21,0.00,6516.69,261935.00,9850.01,2884.44,27745.60,11858.30,-1.00,92.00,305.00,7220.00,124.00,-176.00,300.00,94.00,-66.00,94.00,-102.00,633.00,145.00,7.00,88.00,430.00,27.00,27.00,65.00
122,PE 01059600,Xizang,87.12166800000,28.66995500000,RW,4413.61,196.61,3169.30,1.00,0.23,31.10,13.00,10.11,58.80,5.23,17251.70,0.45,3.02,418180.00,7795.00,8916.00,32574.00,44053.00,7502.00,4832.00,802.00,4901.00,28261.00,9083.00,976.00,273.00,949290.00,130.13,12.00,151.98,7.42,270.05,0.00,0.00,0.00,0.00,12.00,43.73,0.00,0.00,0.00,0.00,44.34,0.00,6509.43,257992.00,9722.87,2891.36,27579.80,11956.60,6.00,89.00,312.00,6835.00,127.00,-159.00,286.00,95.00,-57.00,95.00,-90.00,283.00,102.00,1.00,141.00,290.00,3.00,3.00,6.00
123,HNWP 42157,Xizang,87.24612200000,28.77775900000,RW,4800.17,256.67,3056.73,2.00,0.23,31.10,13.00,10.11,58.80,5.23,16731.70,0.38,3.23,83556.00,6933.00,2696.00,18155.00,42785.00,8201.00,4707.00,661.00,2391.00,24744.00,8876.00,386.00,246.00,192426.00,143.48,12.00,140.69,6.77,282.91,0.00,0.00,0.00,0.00,3.94,79.56,8.43,0.00,0.00,0.00,7.75,0.00,6494.96,261016.00,9783.98,2843.51,27603.40,11803.10,-7.00,91.00,316.00,6832.00,116.00,-172.00,287.00,83.00,-91.00,83.00,-102.00,354.00,129.00,1.00,144.00,365.00,3.00,3.00,4.00
127,PE 01059581,Xizang,89.64955300000,28.93372600000,RW,4256.82,220.79,3019.20,28.00,0.26,28.51,13.00,7.51,92.81,5.43,17512.30,0.41,2.99,375254.00,7655.00,5300.00,37594.00,50186.00,8122.00,3345.00,375.00,4835.00,30206.00,9287.00,947.00,121.00,844745.00,108.01,385.00,162.26,8.36,234.64,0.00,0.00,0.00,0.00,5.07,78.39,6.96,0.00,0.00,0.00,9.58,0.00,6261.17,255616.00,9437.40,2685.03,26799.30,11286.00,25.00,85.00,314.00,6277.00,143.00,-129.00,272.00,108.00,-59.00,108.00,-59.00,341.00,109.00,0.00,135.00,319.00,1.00,1.00,1.00
139,KUN 1247505,Xizang,85.45055555560,29.01805555560,RW,4769.29,60.43,3929.43,2.00,0.19,30.52,13.00,11.01,146.54,5.23,16895.40,0.43,3.36,88981.00,7687.00,3570.00,18144.00,43818.00,8107.00,4921.00,786.00,2900.00,26214.00,9006.00,446.00,245.00,196616.00,165.92,29.00,112.42,6.30,277.79,0.00,0.00,0.00,0.00,12.13,39.24,0.74,0.00,0.00,0.00,47.97,0.00,6442.19,260722.00,9753.92,2830.20,27512.20,11673.90,-23.00,94.00,307.00,7384.00,107.00,-200.00,307.00,75.00,-89.00,75.00,-126.00,541.00,132.00,6.00,96.00,394.00,22.00,22.00,49.00
148,Deng-9629,Xizang,98.67397100000,29.32433000000,RW,3889.80,107.69,6164.19,23.00,0.51,42.44,10.00,5.48,119.88,6.59,14616.40,0.52,2.64,112472.00,6624.00,1074.00,25236.00,49709.00,8885.00,3333.00,289.00,2352.00,27786.00,9257.00,414.00,97.00,170834.00,90.17,761.00,184.13,9.09,225.50,15.59,21.16,1.37,4.54,14.92,23.87,18.55,0.00,0.00,0.00,0.00,0.00,5902.43,247678.00,9055.38,2464.97,25458.30,10393.40,45.00,73.00,292.00,6106.00,156.00,-93.00,249.00,122.00,-40.00,123.00,-40.00,346.00,92.00,1.00,106.00,254.00,4.00,4.00,4.00
180,KATH004317,Dolpa,82.89210400000,28.97771000000,RW,3091.35,259.00,9023.71,9.00,0.61,37.84,6.00,7.52,144.46,5.47,17501.20,1.13,2.04,166848.00,8438.00,2255.00,30370.00,54845.00,9208.00,3002.00,206.00,3681.00,32964.00,9565.00,771.00,56.00,610437.00,83.62,1555.00,207.15,10.94,184.54,18.59,0.00,0.00,25.45,6.88,20.69,27.89,0.00,0.00,0.00,0.00,0.00,6122.83,245123.00,9272.53,2705.14,25886.10,11103.60,68.00,96.00,340.00,6530.00,176.00,-106.00,283.00,151.00,5.00,151.00,-24.00,795.00,195.00,9.00,95.00,574.00,33.00,33.00,60.00
183,KATH004299,Dolpa,82.93885900000,29.17084300000,RW,4286.22,280.67,8298.72,2.00,0.44,33.16,13.00,7.35,140.01,5.44,17101.10,0.71,2.75,216334.00,8875.00,4184.00,34073.00,55668.00,9360.00,2992.00,280.00,4341.00,34667.00,9628.00,998.00,60.00,968955.00,133.08,38.00,162.56,8.49,279.34,1.74,0.00,0.00,9.20,1.17,61.35,25.77,0.00,0.00,0.48,0.00,0.23,6388.85,258920.00,9677.76,2786.03,27197.00,11543.00,21.00,96.00,327.00,6855.00,138.00,-157.00,294.00,111.00,-43.00,111.00,-75.00,696.00,163.00,9.00,88.00,478.00,36.00,36.00,75.00
184,KATH004357,Jajarkot,82.16471500000,28.95222500000,RW,2628.00,148.49,8456.41,49.00,0.61,66.23,5.00,7.55,107.34,5.64,17253.50,1.25,1.76,104396.00,8052.00,1079.00,23796.00,51712.00,9206.00,3603.00,241.00,2649.00,30238.00,9438.00,556.00,75.00,332347.00,9.03,3154.00,279.21,11.22,179.23,9.97,31.43,0.14,38.10,5.10,0.00,16.07,0.00,0.00,0.00,0.00,0.00,5441.65,220673.00,8190.12,2363.48,23111.90,9759.94,90.00,99.00,361.00,6072.00,196.00,-78.00,274.00,164.00,29.00,164.00,2.00,1792.00,481.00,11.00,111.00,1429.00,59.00,59.00,113.00
189,KATH004338,Jumla,82.21592900000,29.29912400000,RW,2786.56,301.01,7066.71,17.00,0.44,54.90,10.00,7.53,88.38,5.52,17556.80,1.24,1.88,108792.00,7331.00,1024.00,24823.00,51067.00,9150.00,3392.00,236.00,2429.00,29035.00,9366.00,463.00,80.00,211371.00,67.19,806.00,236.68,11.46,189.24,1.62,0.00,0.00,5.63,0.29,41.47,51.17,0.00,0.00,0.00,0.00,0.00,5958.61,246417.00,9080.79,2546.02,25560.00,10560.00,83.00,97.00,350.00,6357.00,191.00,-88.00,278.00,164.00,23.00,164.00,-7.00,727.00,174.00,6.00,90.00,512.00,33.00,33.00,66.00
190,KATH004344,Jumla,82.50580000000,29.16627100000,RW,3668.53,190.26,10031.40,14.00,0.44,33.16,6.00,7.35,140.01,5.44,17089.80,0.88,2.28,262469.00,8593.00,2407.00,39530.00,58868.00,9295.00,2312.00,104.00,5117.00,36192.00,9681.00,1042.00,34.00,1028727.00,131.26,38.00,175.21,8.94,304.82,11.32,0.26,23.20,0.38,3.52,26.91,35.12,0.00,0.00,0.00,0.00,0.00,6198.41,251950.00,9365.03,2698.03,26451.50,11100.10,30.00,97.00,341.00,6571.00,143.00,-142.00,285.00,116.00,-32.00,116.00,-60.00,1450.00,375.00,12.00,102.00,1111.00,51.00,51.00,99.00
199,KATH004304,Mustang,83.62247300000,28.72498200000,RW,3329.93,194.77,5054.45,8.00,0.60,54.72,13.00,7.52,34.41,5.49,17217.80,0.99,2.05,453261.00,8618.00,3419.00,49736.00,60334.00,9459.00,2042.00,108.00,5641.00,37911.00,9739.00,1290.00,29.00,1663439.00,107.37,125.00,211.43,9.66,314.80,9.41,0.00,0.00,31.66,0.00,51.08,6.74,0.00,0.00,0.39,0.73,0.00,6187.37,245699.00,9337.70,2761.90,26125.20,11295.20,47.00,92.00,329.00,6607.00,156.00,-124.00,279.00,132.00,-17.00,132.00,-46.00,1007.00,241.00,9.00,96.00,693.00,28.00,28.00,41.00
201,KATH004303,Mustang,83.75564600000,28.76920100000,RW,3923.33,333.80,5499.00,3.00,0.60,54.72,13.00,7.52,34.41,5.49,17210.10,0.77,2.57,262962.00,8179.00,4143.00,36064.00,55977.00,9221.00,2874.00,198.00,4153.00,33855.00,9587.00,879.00,57.00,765977.00,137.46,125.00,164.14,8.43,300.36,15.95,0.00,0.00,25.81,9.26,18.40,28.35,0.00,0.00,0.37,2.26,0.00,6252.19,250984.00,9439.67,2769.91,26544.40,11403.10,20.00,91.00,323.00,6743.00,132.00,-150.00,282.00,108.00,-44.00,108.00,-73.00,696.00,144.00,10.00,77.00,418.00,38.00,38.00,71.00
207,KATH026160,Mustang,83.81666666670,28.91666666670,RW,3544.31,251.05,4101.80,-8.00,0.60,54.72,13.00,7.52,34.41,5.49,17550.50,0.89,2.28,136281.00,7239.00,5710.00,16409.00,36463.00,6803.00,5841.00,1761.00,3346.00,22099.00,8171.00,487.00,687.00,233620.00,114.74,125.00,196.72,9.41,306.06,0.00,0.00,0.00,0.00,28.00,32.40,1.60,0.00,0.00,8.00,31.00,0.00,6239.04,251939.00,9442.49,2758.12,26557.60,11340.40,38.00,92.00,318.00,6900.00,154.00,-137.00,290.00,128.00,-26.00,128.00,-59.00,343.00,71.00,6.00,75.00,206.00,22.00,22.00,39.00
208,E00547040,Mustang,83.87053055560,28.81802777780,RW,4861.26,296.16,7203.59,-2.00,0.60,54.72,13.00,7.52,34.41,5.49,16760.60,0.51,3.32,179077.00,7932.00,8645.00,25813.00,48607.00,8583.00,4268.00,1046.00,4089.00,30781.00,9105.00,808.00,436.00,653007.00,-7139.26,125.00,94.13,-7363.14,-7045.79,1.09,0.00,0.00,0.47,9.63,57.69,12.06,0.00,0.00,17.71,1.64,0.00,6239.04,251939.00,9442.49,2758.12,26557.60,11340.40,-18.00,91.00,318.00,6898.00,98.00,-189.00,287.00,73.00,-83.00,73.00,-112.00,704.00,139.00,11.00,69.00,407.00,42.00,42.00,80.00
121,PE 01059580,Xizang,86.83010100000,28.29342300000,RW,5043.75,15.83,4561.65,2.00,0.04,6.23,13.00,7.51,149.87,5.43,16899.30,0.35,3.77,51069.00,8438.00,4043.00,15306.00,43921.00,8565.00,4969.00,640.00,2252.00,26609.00,9113.00,427.00,202.00,174512.00,171.16,0.00,106.36,5.36,277.04,0.00,0.00,0.00,0.00,19.65,13.17,0.07,0.00,0.00,17.14,50.05,0.00,6551.42,256900.00,9845.51,2952.21,27648.60,12112.10,-24.00,84.00,311.00,6557.00,91.00,-178.00,269.00,63.00,-85.00,63.00,-113.00,767.00,195.00,8.00,101.00,580.00,25.00,25.00,46.00
124,PE 01059605,Xizang,88.31460700000,28.20127400000,RW,4613.34,214.72,4452.74,13.00,0.33,31.62,13.00,7.51,148.64,5.43,17257.30,0.39,3.27,133771.00,7684.00,3763.00,16925.00,37017.00,7051.00,5993.00,1419.00,3124.00,22943.00,8491.00,519.00,535.00,306614.00,141.98,342.00,151.62,6.98,292.74,0.00,0.00,0.00,5.79,14.81,37.20,0.76,0.00,0.00,0.00,41.43,0.00,6378.97,250970.00,9504.36,2842.99,26965.80,11721.20,7.00,80.00,311.00,6102.00,116.00,-140.00,257.00,87.00,-51.00,87.00,-75.00,965.00,251.00,3.00,111.00,750.00,11.00,11.00,27.00
126,PE 01059569,Xizang,89.29932100000,28.13902100000,RW,4495.32,127.59,4060.44,15.00,0.26,31.66,13.00,7.51,133.72,5.43,17079.50,0.40,3.01,172061.00,7432.00,3780.00,24444.00,44413.00,7691.00,4498.00,944.00,3660.00,27122.00,8944.00,579.00,272.00,333899.00,129.57,173.00,168.37,7.25,296.83,0.00,0.00,0.00,1.76,0.00,26.07,1.71,0.00,0.00,0.00,24.41,46.05,6502.10,256098.00,9689.72,2895.33,27449.70,11964.40,14.00,78.00,312.00,5971.00,122.00,-129.00,252.00,93.00,-43.00,93.00,-64.00,356.00,98.00,1.00,114.00,291.00,3.00,3.00,11.00
128,PE 01538673,Xizang,90.87858400000,28.38675700000,RW,4390.29,85.68,3708.97,26.00,0.32,33.11,13.00,7.51,129.49,5.43,17130.60,0.38,3.16,249911.00,8143.00,4212.00,33741.00,53862.00,9047.00,3223.00,292.00,4080.00,33063.00,9502.00,958.00,87.00,942841.00,124.92,465.00,172.25,7.76,291.00,12.47,0.00,0.00,0.62,0.00,81.82,0.00,0.00,0.00,0.00,5.09,0.00,6371.40,253813.00,9557.59,2790.47,26953.50,11611.90,20.00,80.00,308.00,6093.00,130.00,-129.00,259.00,99.00,-42.00,99.00,-62.00,564.00,137.00,4.00,94.00,392.00,12.00,12.00,15.00
155,Zhang6,Xizang,86.61083333330,28.58388888890,RW,4437.83,294.83,4074.01,0.00,0.04,31.86,13.00,7.51,75.46,5.43,17268.00,0.47,3.09,344322.00,8262.00,4761.00,36313.00,52077.00,8698.00,3453.00,366.00,4482.00,32399.00,9432.00,1069.00,115.00,1203638.00,140.89,0.00,147.28,7.55,284.31,0.03,0.00,0.00,5.86,0.08,47.08,6.51,0.00,0.00,0.00,41.10,0.00,6572.93,260473.00,9868.75,2913.82,27799.90,12114.20,2.00,89.00,310.00,6953.00,124.00,-164.00,288.00,93.00,-61.00,93.00,-95.00,441.00,131.00,4.00,117.00,381.00,13.00,13.00,23.00
